Station_Name,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI (Wh/m2)
Makkah - UQU,21.331,39.949,01-03-2020 00:00,27.3,0.5,240,4,2.4,0.1,1.4,2373.9,636.9,578.3,4809.8,1355.8,1733.9,1271.8,887,13.6,0.1,33.4,3,976.3,4.9,5865.7
Makkah - UQU,21.331,39.949,01-04-2020 00:00,30.5,0.5,227,4,2.4,0.1,1.6,2255.5,687.3,723.4,5559.8,1600,1624,1379.2,433.1,12.3,0.1,29.6,3,975.3,4.9,6403
Makkah - UQU,21.331,39.949,01-05-2020 00:00,34.8,0.5,244,4,2.4,0.1,1.8,2609.2,649.6,624.8,5162.5,1380.4,1676.1,1365.7,1060.1,21,0.1,23.1,3,973.9,4.9,6591.3
Makkah - UQU,21.331,39.949,01-10-2020 00:00,32.4,0.5,244,4,1.6,0,1.9,1686.9,261.4,575.8,6382.7,860.1,1513.1,778.6,436.5,15.2,0.1,29.7,3,975.5,4.9,5902.6
Makkah - UQU,21.331,39.949,01-11-2020 00:00,28.2,0.5,248,4,1.4,0,1.5,1719.9,409.6,311.4,4421.1,1107,1501.2,922,745.8,13.3,0.1,48.5,3,977.9,4.9,4337.1
Makkah - UQU,21.331,39.949,01-12-2020 00:00,26.2,0.5,242,4,1.5,0,1.4,1694.1,468,553,4523.4,1418.1,2272.3,949.2,704,10.9,0.1,44.5,3,979,4.9,4176.4
Makkah - UQU,21.331,39.949,01-01-2021 00:00,25,0.5,260,4,1.7,0,1.5,1817.5,416.5,568.4,4750.3,1466.4,1843,960.6,561.6,15.2,0.1,46.3,3,979.2,4.9,4565.6
Makkah - UQU,21.331,39.949,01-02-2021 00:00,24.5,0.5,255,4,1.9,0,1.6,1934.3,623.7,603.4,4678.4,1584.1,2404.8,1246.8,1398.7,14.1,0.1,43.5,3,978.6,4.9,4889
Makkah - UQU,21.331,39.949,01-03-2021 00:00,29.1,0.5,235,3.7,1.8,0,1.5,2538.4,564.2,978.6,5233.3,1338.3,1722,1283.6,558.9,12.5,0.1,33.2,3,976.3,4.9,6393.8
Makkah - UQU,21.331,39.949,01-05-2021 00:00,34.6,0.5,248,4,2,0,1.6,2709.8,113.5,493.3,5090.8,213.4,1998.3,482.3,667,18.9,0.1,26.3,3,972.9,4.9,7485
Makkah - UQU,21.331,39.949,01-07-2021 00:00,35.7,0.5,245,4,2.4,0.1,1.6,3277.3,677,487.5,4124,1130.2,1541.9,1383,885.4,13.9,0.1,25.6,3,969.5,4.9,6611.6
Makkah - UQU,21.331,39.949,01-09-2021 00:00,34.9,0.5,220,4,2.1,0,1.6,2873.8,675.6,438.2,4043.6,1117.4,1189.5,1253.2,510.9,24.5,0.1,34.2,3,971.5,4.9,5954.7
Makkah - UQU,21.331,39.949,01-10-2021 00:00,33.1,0.5,169,4,1.8,0,1.5,1969.6,87.6,442,5525.6,238.3,1116.3,265.3,349.1,12.3,0.1,33.1,3,975.3,4.9,5698
Makkah - UQU,21.331,39.949,01-11-2021 00:00,28.7,0.5,185,3.7,1.5,0,1.4,2303.9,197.2,1280.5,3887.6,207.9,2602.1,197.8,782.8,19.2,0.1,43.1,3,977.6,4.9,4622.3
Makkah - UQU,21.331,39.949,01-12-2021 00:00,25.9,0.5,205,4,1.8,0,1.4,1703.2,54.7,358.2,4285.1,178.9,1594.3,132.4,556.5,14.9,0.1,47.7,3,979.4,4.9,4094.5
Umluj - SWCC,25.00411,37.27382,01-01-2017 00:00,21.5,0.5,324,4,3.1,0.1,1.7,1233.7,380.1,452.6,6085.1,1463.4,1612.6,958.8,392.1,10.7,0.1,58.2,3,1015.2,5.1,4448.2
Umluj - SWCC,25.00411,37.27382,01-02-2017 00:00,21.2,0.5,334,4,3.5,0.1,1.9,1716.4,520,636.7,5960.5,1636.9,2119.3,1144.8,716.1,14.4,0.1,46.3,3,1015.4,5.1,5284.5
Umluj - SWCC,25.00411,37.27382,01-03-2017 00:00,23.1,0.5,304,4,3.3,0.1,1.9,2006.1,631.4,869,6196.2,1632.3,2455.5,1316.6,904.6,11.5,0.1,61.4,3,1010.9,5.1,6148.7
Umluj - SWCC,25.00411,37.27382,01-04-2017 00:00,27,0.5,305,4,3.6,0.1,2.1,2766.8,778.3,996.1,4908.7,1746.6,2676.8,1478.5,1026,18.1,0.1,57.2,3,1009.5,5.1,6404.3
Umluj - SWCC,25.00411,37.27382,01-05-2017 00:00,29.3,0.5,302,4,2.9,0.1,1.8,2419.5,647.7,683.1,6147.7,1710.7,1925.1,1481.6,712.4,13.6,0.1,61.5,3,1008.2,5,7035.7
Umluj - SWCC,25.00411,37.27382,01-06-2017 00:00,30.5,0.5,300,4,3.1,0.1,1.6,2041.9,153.4,427.4,7201.9,532,1008.8,458.8,206.1,12,0.1,65.7,3,1004.4,5,7460
Umluj - SWCC,25.00411,37.27382,01-09-2017 00:00,30.6,0.5,305,4,3.1,0.1,1.6,2512.2,284.1,404.2,5045,400.6,937.2,484.2,385.8,10.4,0.1,69,3,1006.3,5,6164.3
Umluj - SWCC,25.00411,37.27382,01-10-2017 00:00,28,0.5,313,3.7,3.3,0.1,1.7,1424.7,120.4,338.4,6765.1,459.9,1013.6,374.3,418.1,11.5,0.1,65.7,3,1010.5,5,5632
Umluj - SWCC,25.00411,37.27382,01-11-2017 00:00,26,0.5,314,4,2.8,0.1,1.8,1284.1,119.1,404,5939.8,453.4,1555.5,320.9,455.6,12.8,0.1,59.8,3,1012.2,5.1,4545.7
Umluj - SWCC,25.00411,37.27382,01-03-2018 00:00,25.9,0.5,297,4,2.4,0.1,2.2,1836.6,175.7,760,6863.6,561.4,1907.8,419.7,405.8,15.5,0.1,55.8,3,1010.6,5.1,6422.2
Umluj - SWCC,25.00411,37.27382,01-04-2018 00:00,26.9,0.5,295,4,2.4,0.1,2.1,2349.4,203.5,697.1,6564.8,520.3,1509.4,456,336,13.3,0.1,58.2,3,1008.6,5.1,7208.7
Umluj - SWCC,25.00411,37.27382,01-05-2018 00:00,31.4,0.5,285,4,2.8,0.1,2.4,3193,256,865.7,4945.1,505.7,2049,465.6,736,19.7,0.1,51.6,3,1006.2,5,7035.2
Umluj - SWCC,25.00411,37.27382,01-06-2018 00:00,31.7,0.5,302,4,2.7,0.1,2,2406.9,218.3,860.5,6873.3,549.9,1948.8,493.9,488.5,12.5,0.1,59.8,3,1004.3,5,7620.7
Umluj - SWCC,25.00411,37.27382,01-07-2018 00:00,32.4,0.5,291,4,2.2,0.1,2,2274.3,236.8,930,6839.9,616.5,1932.4,544.1,367.5,11.2,0.1,59.9,3,1003.7,5,7427.1
Umluj - SWCC,25.00411,37.27382,01-08-2018 00:00,32.3,0.5,287,4,2.3,0.1,2.1,1768.9,154,491.8,7281.4,527.9,1387.8,450.6,415.8,9.3,0.1,67.8,3,1004.4,5,7125.3
Umluj - SWCC,25.00411,37.27382,01-09-2018 00:00,31.8,0.5,240,4,0.3,0,1.2,2915.1,210.9,424.4,4050.2,336,832.1,377.4,288.6,11.2,0,71.9,3,1005.9,5,5939.5
Umluj - SWCC,25.00411,37.27382,01-10-2018 00:00,30.1,0.5,247,4,0.2,0,1.1,1812.5,154.2,456.4,5230.3,399.3,1682.8,339.3,910.4,20.3,0,59.8,3,1010.1,5.1,5176.9
Umluj - SWCC,25.00411,37.27382,01-11-2018 00:00,26,0.5,290,4,0.1,0,0.9,1205,128,513.7,5602.3,476,2515.1,308.1,971.8,18.7,0,57.5,3,1012.5,5,4267.1
Umluj - SWCC,25.00411,37.27382,01-12-2018 00:00,23,0.5,321,4,0.2,0,1,1223.5,115.4,540,5806.4,471.8,2012.8,276.6,476.1,11.7,0,56.9,3,1015.3,5,4118.4
Umluj - SWCC,25.00411,37.27382,01-01-2019 00:00,21.9,0.5,181,4,0.4,0.1,1.7,1748,143.9,563.5,4060,453.3,2514.2,294.9,860.5,17.3,0.1,55.3,3,1014.9,5.1,3911.3
Umluj - SWCC,25.00411,37.27382,01-02-2019 00:00,22.2,0.5,294,4,0.4,0.1,1.6,1729.3,172.2,721.4,5524.6,518.3,2819.6,348.1,1063.5,12.8,0.1,50.3,3,1014.4,5.1,5000.7
Umluj - SWCC,25.00411,37.27382,01-03-2019 00:00,22.6,0.5,287,4,0.8,0.1,2.2,1890.3,212.1,985.9,6770.1,769.4,2540.1,627.5,725.6,19.7,0.1,51.1,3,1012.9,5.1,6381.1
Umluj - SWCC,25.00411,37.27382,01-04-2019 00:00,25.3,0.5,286,4,0.5,0.1,1.6,2371,697.7,962.5,6279.5,1596,2508.5,1408.7,900.8,13.6,0.1,54.6,3,1010.1,5.1,6939.8
Umluj - SWCC,25.00411,37.27382,01-05-2019 00:00,29.2,0.5,292,4,0.1,0,0.7,2464,644.8,695.3,6381.8,1746.2,1812.8,1517.4,604.8,10.9,0,62.3,3,1007.2,5,7286.7
Umluj - SWCC,25.00411,37.27382,01-06-2019 00:00,32.5,0.5,163,0,0,0,0,2346.2,793.8,771.7,6909.1,1837.3,1910.5,1540.6,599.3,6.9,0,55.3,3,1005.1,5,7548.1
Umluj - SWCC,25.00411,37.27382,01-07-2019 00:00,32.1,0.5,0,0,0,0,0,1789.5,188.1,529.1,7975.2,554.6,1138.7,474.4,202.2,0,0,62.8,3,1003.3,5,7719.4
Umluj - SWCC,25.00411,37.27382,01-08-2019 00:00,32.6,0.5,0,0,0,0,0,1825.1,159.4,496.7,7252.6,517.4,1280.8,451.9,372.3,0,0,63.7,3,1004.6,5,7172.1
Umluj - SWCC,25.00411,37.27382,01-09-2019 00:00,30.9,0.5,0,0,0,0,0,2219.7,175.4,487.4,5567.2,449.5,1556.9,401.6,706.8,0,0,69.9,3,1005.5,5,6201
Umluj - SWCC,25.00411,37.27382,01-10-2019 00:00,30.6,0.5,0,0,0,0,0,1872.5,160,686.3,5319.4,472.4,1891.6,328.8,499.2,0,0,64.3,3,1009.2,5.1,5237.5
Umluj - SWCC,25.00411,37.27382,01-11-2019 00:00,27.4,0.5,0,0,0,0,0,1263.6,127.6,480.1,6261,492.4,1679.9,319.5,444.7,0,0,54.2,3,1011.1,5.1,4663
Umluj - SWCC,25.00411,37.27382,01-12-2019 00:00,22.9,0.5,275,0,0,0,0,962.1,91.7,336.1,7000.3,477.2,1256.3,270.6,268.8,0.5,0,48.7,3,1014.7,5.1,4424.3
Umluj - SWCC,25.00411,37.27382,01-01-2020 00:00,19.7,0.5,326,0,0,0,0,1133.8,354.4,397.9,6545.9,1691.6,2066.2,1029.8,796.2,0.8,0,46.8,3,1017.4,5.1,4496.6
Umluj - SWCC,25.00411,37.27382,01-02-2020 00:00,20.7,0.5,332,0,0,0,0,1317.3,543.6,730.2,7167.4,1803.8,2407.9,1227.8,649.6,0.5,0,54,3,1015.8,5.1,5487.1
Umluj - SWCC,25.00411,37.27382,01-03-2020 00:00,23.6,0.5,294,4,2.9,0.1,2.1,2293.7,657.7,731.9,5856,1638.9,2149.6,1344.1,788.2,17.9,0.1,56.4,3,1011.7,5.1,6296.2
Umluj - SWCC,25.00411,37.27382,01-04-2020 00:00,25.4,0.5,311,4,3.3,0.1,1.8,2294.6,803.7,955.7,6871.1,1868.3,2029.8,1504.6,445.4,10.9,0.1,59.8,3,1010.4,5.1,7289.3
Umluj - SWCC,25.00411,37.27382,01-05-2020 00:00,29,0.5,313,4,3,0.1,1.7,2402.8,697.4,873,6623.9,1761.6,2233.8,1534.3,732.2,12,0.1,60.8,3,1008,5,7382.4
Umluj - SWCC,25.00411,37.27382,01-09-2020 00:00,33.6,0.5,315,4,2.7,0.1,1.5,2145.4,580.5,431.2,5735,1410,1102.4,1318.9,329.9,14.4,0.1,62,3,1005.2,5,6252.2
Umluj - SWCC,25.00411,37.27382,01-10-2020 00:00,31.4,0.5,312,4,2.1,0,1.4,1499.9,358.3,438.5,6507.8,1504.3,1255.2,1128.2,399.8,10.9,0.1,51.7,3,1009.4,5.1,5538.8
Umluj - SWCC,25.00411,37.27382,01-11-2020 00:00,26.5,0.5,332,4,3.1,0.1,1.5,1069.4,391.2,417.3,6695.2,1581.5,1623,997.9,483.8,13.6,0.1,54.8,3,1012.4,5.1,4650.6
Umluj - SWCC,25.00411,37.27382,01-12-2020 00:00,24.3,0.5,344,4,2.7,0.1,1.4,1242.8,397.8,482.8,5702.6,1511.6,2033.4,885.1,534.2,10.9,0.1,52.8,3,1013.9,5.1,4134.5
Umluj - SWCC,25.00411,37.27382,01-01-2021 00:00,23.3,0.5,345,4,3.1,0.1,1.7,1358.5,441.3,618.9,6064.5,1549.2,1866.5,962.6,402,13.6,0.1,52,3,1014.6,5.1,4551.5
Umluj - SWCC,25.00411,37.27382,01-02-2021 00:00,22.6,0.5,336,4.1,3.3,0.1,1.9,1338.4,407.7,542.2,6747.1,1806.6,2180.1,1229.7,980.5,18.4,0.1,53.8,3.1,1014.3,5.3,5326.6
Umluj - SWCC,25.00411,37.27382,01-03-2021 00:00,24.5,0.5,319,4,3.4,0.1,2,2221.2,600.9,699.4,5961.2,1472.6,1598.8,1301.2,460.2,15.5,0.1,57.6,3,1011.2,5.1,6299.4
Umluj - SWCC,25.00411,37.27382,01-04-2021 00:00,26.6,0.5,314,3.7,3,0.1,1.9,2338.7,667,664.1,6639.8,1777.2,1554.9,1479.4,311.3,14.4,0.1,61.1,3,1009.8,5,7206.9
Umluj - SWCC,25.00411,37.27382,01-05-2021 00:00,30.5,0.5,305,3.8,2.7,0.1,1.5,2210.7,687.7,656.3,7041.8,1874.9,1865.9,1602.4,747.4,10.4,0.1,62,3.1,1006.4,5.2,7448.6
Umluj - SWCC,25.00411,37.27382,01-07-2021 00:00,32.1,0.5,304,4,3,0.1,1.5,2348.7,718.4,734,6507.2,1716.2,1750,1483.2,542.4,11.2,0.1,63,3,1002.3,5,7250.6
Umluj - SWCC,25.00411,37.27382,01-08-2021 00:00,33,0.5,308,4,2.8,0.1,1.5,2195.7,194.6,765.4,6375.9,497.8,1818.8,429.8,527,10.1,0.1,64.7,3,1003.3,5,6928.1
Umluj - SWCC,25.00411,37.27382,01-09-2021 00:00,30.8,0.5,313,4,3.1,0.1,1.6,2252.4,635.8,646.9,5489.1,1452.5,1556.5,1263.9,454.5,13.1,0.1,70.8,3,1005.4,5,6136.1
Umluj - SWCC,25.00411,37.27382,01-10-2021 00:00,28.9,0.5,318,3.7,2.9,0,1.5,1623.5,121.3,331.1,6044.3,461.8,919.9,366.7,371.9,10.1,0.1,68.1,3,1009.6,5.1,5448.4
Umluj - SWCC,25.00411,37.27382,01-11-2021 00:00,26.8,0.5,326,3.7,2.5,0.1,1.6,1257.1,125.1,413.6,6067.4,468.3,1642,296.1,526.4,19.5,0.1,59.8,3,1011.9,5,4539.7
Umluj - SWCC,25.00411,37.27382,01-12-2021 00:00,23.3,0.5,337,3.7,2.9,0.1,1.6,1361.4,115.3,487.9,4889.2,431.2,2452.1,262.4,888.5,10.4,0.1,53.6,3,1014.6,5.1,3847.4
Wadi Addawasir - TVTC,20.43008,44.89433,01-01-2017 00:00,18.6,0.5,128,4,2.7,0.1,1.8,1579.1,460.8,503,5955.5,1182.4,1371.9,973.6,193.8,11.2,0.1,28.5,3,941.9,4.7,4977.4
Wadi Addawasir - TVTC,20.43008,44.89433,01-02-2017 00:00,18.1,0.5,106,4,3.5,0.1,1.7,2572.6,709.9,716.6,3716.9,1245.8,1916.5,1128.6,795.4,12.5,0.1,36.1,3,942,4.7,5020.4
Wadi Addawasir - TVTC,20.43008,44.89433,01-03-2017 00:00,25.2,0.5,110,4,3.2,0.1,1.7,2967.1,798.9,771.3,3884.9,1162.9,1775,1251.7,630.2,21.6,0.1,32.7,3,937.2,4.7,5831.1
Wadi Addawasir - TVTC,20.43008,44.89433,01-04-2017 00:00,29.6,0.5,125,4,3,0.1,1.9,2843.7,769.9,829.5,5392.9,1546.8,2001.2,1487.4,756,16.5,0.1,16.8,3,937.4,4.7,6901.4
Wadi Addawasir - TVTC,20.43008,44.89433,01-05-2017 00:00,33.6,0.5,103,4,2.5,0.1,1.5,3274.7,812,759.7,4561.7,1389.8,1567.7,1442.4,657.8,14.4,0.1,19,3,935.2,4.7,6876.1
Wadi Addawasir - TVTC,20.43008,44.89433,01-05-2019 00:00,32.1,0.5,91,4,3.1,0.1,1.8,3115.5,808.5,652.9,4327.2,1287.7,1922.3,1467.2,958,21,0.1,20.8,3,935.8,4.7,6581.4
Wadi Addawasir - TVTC,20.43008,44.89433,01-02-2020 00:00,20.9,0.5,113,3.7,3.3,0.1,1.7,2203.6,654.2,811.9,5644.7,1502.9,1981.9,1224.3,516.8,13.3,0.1,21.8,3,941.5,4.7,5844.4
Wadi Addawasir - TVTC,20.43008,44.89433,01-04-2020 00:00,30.1,0.5,123,3.7,3.2,0.1,1.8,2829.1,738.6,633.7,5323.9,1390.8,1802.8,1432.7,1042.7,17.9,0.1,27.1,3,936,4.7,6929.7
Wadi Addawasir - TVTC,20.43008,44.89433,01-05-2020 00:00,33.5,0.5,93,4,2.8,0.1,1.7,3240.3,774.1,690.1,4594.4,1179.7,1521.8,1368.3,552.8,13.6,0.1,15,3,935.3,4.7,6863.4
Wadi Addawasir - TVTC,20.43008,44.89433,01-09-2020 00:00,32.6,0.5,85,4,1.9,0,1.2,2038.8,519.7,419,6992.3,1524.5,1104.3,1385.5,379,11.7,0.1,12.4,3,933.7,4.7,7092.6
Wadi Addawasir - TVTC,20.43008,44.89433,01-11-2020 00:00,22.6,0.5,128,4,2.5,0.1,1.7,1207.5,353.3,362.3,7472.4,1747.4,1710.3,1180.9,652.8,12.3,0.1,27,3,941,4.7,5538.1
Wadi Addawasir - TVTC,20.43008,44.89433,01-01-2021 00:00,17.4,0.5,118,4,2.9,0.1,1.8,1607.7,486.2,609.5,6255.2,1537.9,1978.9,1066.2,632.5,12,0.1,30.7,3,942.8,4.7,5181
Wadi Addawasir - TVTC,20.43008,44.89433,01-04-2021 00:00,29,0.5,111,3.7,2.7,0.1,1.7,2725.9,678.8,657.6,6052.8,1666.3,1915.2,1501.8,708.4,16.8,0.1,14.1,2.9,937.4,4.7,7354.2
Wadi Addawasir - TVTC,20.43008,44.89433,01-07-2021 00:00,36,0.5,313,4,2.6,0.1,1.7,3141.6,674.8,679.6,4847.9,1376.3,2189.8,1481.5,1165.5,18.6,0.1,18.5,3,928.1,4.6,6964.2
Wadi Addawasir - TVTC,20.43008,44.89433,01-10-2021 00:00,28.2,0.5,107,4,2,0.1,1.6,1683.5,75.4,446,7204.1,342.4,967.8,296.4,239,11.7,0.1,18.2,3,938.5,4.7,6404.1
Al Dawadmi - TVTC,24.5569,44.47411,01-03-2017 00:00,21.4,0.5,156,4,3.4,0.1,1.6,3019.8,822,757,3091.2,1236.7,2099.7,1243.9,1066.4,18.1,0.1,39.7,3,906.1,4.5,5246.1
Al Dawadmi - TVTC,24.5569,44.47411,01-04-2017 00:00,27.9,0.5,109,4,3.2,0.1,1.5,3282.7,863.3,814.5,4047.5,1300.8,2127.8,1450.2,1296.5,18.1,0.1,22.1,3,907.1,4.6,6383.9
Al Dawadmi - TVTC,24.5569,44.47411,01-05-2017 00:00,32.4,0.5,251,4,3,0.1,1.5,3718.9,954,845.4,3915.8,1136.9,1684.8,1493.7,762.8,16,0.1,19,3,905,4.5,6876.5
Al Dawadmi - TVTC,24.5569,44.47411,01-06-2017 00:00,34.8,0.5,46,4,3.1,0.1,1.5,2772.7,876,848.6,7222,1749.4,1708.3,1658.3,322.2,14.9,0.1,9.3,3,902.3,4.5,8289.8
Al Dawadmi - TVTC,24.5569,44.47411,01-09-2017 00:00,32.6,0.5,40,4,2.6,0.1,1.5,2270.6,211.8,489.5,6564.4,548.3,1183.5,501.8,413.9,13.3,0.1,9.9,3,904.8,4.5,6916.9
Al Dawadmi - TVTC,24.5569,44.47411,01-10-2017 00:00,28.2,0.5,172,3.7,2.6,0,1.1,1625.7,118.2,290.6,7341.2,504.7,634.6,411.1,255.5,13.3,0.1,13.5,3,907.8,4.5,6216.5
Al Dawadmi - TVTC,24.5569,44.47411,01-11-2017 00:00,21.2,0.5,154,4,2.6,0,1.1,1679.9,202.1,512.3,5576.3,501.1,2276.6,439.4,812.5,11.7,0.1,35.9,3,909.7,4.6,4804.6
Al Dawadmi - TVTC,24.5569,44.47411,01-03-2018 00:00,24.4,0.5,153,4,3,0.1,1.7,2484.1,200,671.9,5572.4,469.2,1996.6,439.1,911,18.4,0.1,24.9,3,907.6,4.6,6327.1
Al Dawadmi - TVTC,24.5569,44.47411,01-04-2018 00:00,24.7,0.5,204,4,3.4,0.1,1.9,3284.9,264.4,698.5,3896.5,448.6,2092.1,451.9,1247,21.6,0.1,36.6,3,905,4.5,6297
Al Dawadmi - TVTC,24.5569,44.47411,01-05-2018 00:00,30.5,0.5,186,4,3.3,0.1,2,3567.3,257.1,657.4,4445.4,371.7,1462.2,458.5,743.3,22.9,0.1,21.3,3,904.4,4.5,7142.7
Al Dawadmi - TVTC,24.5569,44.47411,01-06-2018 00:00,34.7,0.5,333,4,2.9,0.1,1.8,2829.1,255,624.9,6525.5,618.1,1284.9,673.6,313.6,16.5,0.1,12.7,3,901.8,4.5,7910.4
Al Dawadmi - TVTC,24.5569,44.47411,01-07-2018 00:00,34.9,0.5,328,3.7,3.2,0.1,1.7,2828.1,223.8,671,6413.4,572.2,1260.9,554.2,272.8,14.4,0.1,12,3,899.9,4.5,7785.4
Al Dawadmi - TVTC,24.5569,44.47411,01-08-2018 00:00,34.3,0.5,1,1,2.9,0.1,1.6,2127.4,183.4,597.5,7341.5,542.9,1230.2,520.3,287.9,13.3,0.1,13.3,3,901.1,4.5,7539.1
Al Dawadmi - TVTC,24.5569,44.47411,01-09-2018 00:00,34.1,0.5,68,4,2.7,0.1,1.3,2459.7,191.3,471.7,5713.5,440,1219.7,410.9,460.4,12.5,0.1,12.7,3,904.7,4.5,6587.5
Al Dawadmi - TVTC,24.5569,44.47411,01-10-2018 00:00,26.4,0.5,99,4,2.6,0.1,1.3,1941.9,172.4,624.1,5145.4,470,2535.4,366.9,1322.5,14.1,0.1,33.2,3,909.2,4.6,5241.8
Al Dawadmi - TVTC,24.5569,44.47411,01-11-2018 00:00,19.1,0.5,105,4,2.5,0,1.4,1894.2,160.4,549.3,3530.8,384.8,2024.6,282.7,902.9,18.9,0.1,68.3,3,909.7,4.6,3903.4
Al Dawadmi - TVTC,24.5569,44.47411,01-12-2018 00:00,17.3,0.5,154,3.7,2.8,0.1,1.2,1538.3,139.4,477.1,5117,465.5,1690.7,277.6,379.3,13.9,0.1,51.3,3,910.8,4.5,4189
Al Dawadmi - TVTC,24.5569,44.47411,01-01-2019 00:00,17.2,0.5,182,4,3.3,0.1,1.4,2265.2,197.3,594.3,3549.2,369.6,1691.4,303.9,451.6,14.7,0.1,40.5,3,910.2,4.6,4230.9
Al Dawadmi - TVTC,24.5569,44.47411,01-02-2019 00:00,16.6,0.5,103,3.7,1.2,0,1.6,2211.8,204,716.8,4629.8,544.4,2359.1,401,842.7,11.5,0.1,44.5,3,909.2,4.5,4990.8
Al Dawadmi - TVTC,24.5569,44.47411,01-03-2019 00:00,19.4,0.5,248,4,2.2,0.1,2.2,2453.7,241.1,1006.3,5810.6,544,2669.9,427.7,926.8,25.3,0.1,27.7,3,907.1,4.6,6375.6
Al Dawadmi - TVTC,24.5569,44.47411,01-04-2019 00:00,23.9,0.5,0,0,0,0,0,2811,703.2,933.9,5298.9,1340.1,2585,1324.4,1081,0,0,30.4,3,906.2,4.6,6715.8
Al Dawadmi - TVTC,24.5569,44.47411,01-05-2019 00:00,30.5,0.5,0,0,0,0,0,2928.4,695.7,582.6,5014.1,1486.6,2077.9,1541.6,1079.8,0,0,24.5,3,905.4,4.5,6851.1
Al Dawadmi - TVTC,24.5569,44.47411,01-06-2019 00:00,35.5,0.5,0,0,0,0,0,2823.5,794.2,832.2,6364,1637.3,1876.4,1581.3,499.7,0,0,12.4,3,902.6,4.5,7720.3
Al Dawadmi - TVTC,24.5569,44.47411,01-07-2019 00:00,35.6,0.5,0,0,0,0,0,2362.3,231.1,675.5,7327.5,535.2,1496.3,476.1,343.2,0,0,11.8,3,899.9,4.5,7893.1
Al Dawadmi - TVTC,24.5569,44.47411,01-08-2019 00:00,34.7,0.5,0,0,0,0,0,2126.7,185.6,601.2,7272.2,518.1,1319.2,455.9,357.4,0,0,12.5,3,901.3,4.5,7492.7
Al Dawadmi - TVTC,24.5569,44.47411,01-09-2019 00:00,33.6,0.5,0,0,0,0,0,2180.7,206.1,673.5,6265,465.6,1544,420.9,489.9,0,0,14.3,3,904,4.5,6612.8
Al Dawadmi - TVTC,24.5569,44.47411,01-10-2019 00:00,28.9,0.6,315,0,0,0,0,1730.5,221.4,352,6196.8,803.8,1031.4,675.4,361.8,3.7,0,22.4,3.3,907.6,5,5699.9
Al Dawadmi - TVTC,24.5569,44.47411,01-11-2019 00:00,20.7,0.5,171,0,0,0,0,1715.3,151.3,566.6,4642.1,442.4,2294.6,316.4,972.7,5.3,0,42.7,3.1,909.3,4.7,4333.7
Al Dawadmi - TVTC,24.5569,44.47411,01-12-2019 00:00,17,0.5,6,0,0,0,0,1231.7,105.7,439.8,6041.3,459.4,1870.4,283.8,453.5,0.8,0,43.1,3,909.8,4.6,4303.7
Al Dawadmi - TVTC,24.5569,44.47411,01-01-2020 00:00,13.4,0.5,192,4,0.4,0,1.1,1199.6,361,490.2,6866.6,1684.7,1813.2,1040.1,551.8,12.3,0,38.2,3,910.5,4.5,4790.7
Al Dawadmi - TVTC,24.5569,44.47411,01-02-2020 00:00,17.8,0.5,165,4,2.6,0.1,1.6,2133.3,650,750.3,5392.1,1597.3,2167.4,1234.7,666.3,21.6,0.1,29.3,3,910,4.6,5383.8
Al Dawadmi - TVTC,24.5569,44.47411,01-03-2020 00:00,21.1,0.5,270,4,1.7,0.1,2,2573.1,700.4,851.6,5764.2,1601.7,2315.5,1393,774.2,17.3,0.1,23.4,3,906.8,4.5,6521.3
Al Dawadmi - TVTC,24.5569,44.47411,01-04-2020 00:00,26.2,0.5,221,4,3.5,0.1,1.7,2964.8,904.1,912.3,5243.9,1667.8,2215.7,1523.2,893.1,22.4,0.1,30.7,3,905.4,4.5,6967.3
Al Dawadmi - TVTC,24.5569,44.47411,01-05-2020 00:00,31.2,0.5,57,4,3.2,0.1,1.6,3466.1,940.2,915.4,4717.4,1489.7,2316.5,1536.9,923,15.7,0.1,17.5,3,905.7,4.5,7165.5
Al Dawadmi - TVTC,24.5569,44.47411,01-09-2020 00:00,32.6,0.5,33,4,2.5,0.1,1.4,1985.2,598,532,6920.8,1572.3,1427.3,1409.6,448.3,15.5,0.1,13.3,3,904.4,4.5,6828
Al Dawadmi - TVTC,24.5569,44.47411,01-10-2020 00:00,25.7,0.5,43,4,2.3,0,1.1,1151,309.2,265.4,8358,1753,702.5,1274.3,280.1,10.7,0.1,15.1,3,909,4.5,6238
Al Dawadmi - TVTC,24.5569,44.47411,01-11-2020 00:00,21.6,0.5,163,4,3.1,0.1,1.2,1380.8,448.1,526.2,5990.7,1710.3,2457.9,1094.7,1060.2,13.3,0.1,37.2,3,909.5,4.6,4682.5
